SESSION NAME:	MS0811 GABO S9E01 Music Cue Sheet Domestic
SAMPLE RATE:	48000.000000
BIT DEPTH:	24-bit
SESSION START TIMECODE:	00:00:00:00
TIMECODE FORMAT:	25 Frame
# OF AUDIO TRACKS:	446
# OF AUDIO CLIPS:	34922
# OF AUDIO FILES:	7165


T R A C K  L I S T I N G
TRACK NAME:	MX a1 (Stereo)
COMMENTS:	
USER DELAY:	0 Samples
STATE: 
CHANNEL 	EVENT   	CLIP NAME                     	START TIME    	END TIME      	DURATION      	STATE
2       	23      	GBBO Icing Tension_Cymbals_Howe.wav.new.01-04	   00:29:22:14	   00:29:28:09	   00:00:05:20	Unmuted
2       	24      	GBBO_Cream Tension v1.03_2mx_TH.wav.new.01-08	   00:30:32:00	   00:30:49:17	   00:00:17:17	Unmuted
2       	25      	GBBO_Caramelised Pizz v1.01_Lo Strings_TH.wav.new.02-10	   00:32:01:16	   00:32:09:15	   00:00:07:23	Unmuted
2       	26      	Ticking Tarts 00_MIX_Howe.wav.new.03-08	   00:35:21:04	   00:35:30:10	   00:00:09:06	Unmuted
2       	27      	GBBO Rhythmic Tension_Perc Hi 1_Howe.wav.new.01-04	   00:36:35:02	   00:36:46:01	   00:00:10:24	Unmuted
2       	28      	Emotive Bake 03_CYMBALS_Howe.wav.new.02-05	   00:36:49:06	   00:36:57:17	   00:00:08:11	Unmuted
2       	29      	Emotive Bake 00_MIX_Howe.wav.new.03-16	   00:37:12:00	   00:37:28:22	   00:00:16:22	Unmuted
2       	30      	GBBO 12_Petit Fours v1.05 TIDEWAY_Strings Short.wav.new.01-04	   00:50:00:03	   00:50:04:07	   00:00:04:04	Unmuted
2       	31      	GABO_TENSE_No time to Bake_DH_02 noDRM.wav.new.01-04	   00:52:07:06	   00:52:28:17	   00:00:21:11	Unmuted
2       	32      	Bakewell Counting 03_VIBRAPHONE_Howe.wav.new.01-04	   00:58:11:12	   00:58:20:00	   00:00:08:13	Unmuted
2       	33      	GABO_TENSE_KITCHEN_DRAMA_308_DR_11 noSTRNGS.wav.new.01-23	   00:59:14:18	   00:59:21:11	   00:00:06:18	Unmuted
2       	34      	Sugar Jam 00_Howe_2mx.wav.new.01-08	   01:00:08:23	   01:00:50:02	   00:00:41:04	Unmuted
2       	35      	Light Whisk 00_MIX_Howe.wav.new.01-10	   01:01:25:12	   01:01:38:09	   00:00:12:22	Unmuted
2       	36      	Tense Mallet Cake 00_MIX_Howe.wav.new.01-05	   01:03:21:18	   01:03:54:04	   00:00:32:11	Unmuted
2       	37      	GABO_TENSE_DREDGE_016_AA_STR.wav.new.01-05	   01:04:07:02	   01:04:23:02	   00:00:16:00	Unmuted
2       	38      	3s_FOXTEL_new.new.02-09       	   01:05:23:21	   01:05:26:21	   00:00:03:00	Unmuted


TRACK NAME:	MX a4 (Stereo)
COMMENTS:	
USER DELAY:	0 Samples
STATE: 
CHANNEL 	EVENT   	CLIP NAME                     	START TIME    	END TIME      	DURATION      	STATE
1       	1       	GBBO Flurry Bake EXTENDED v4.05_Hi WW_TH.wav.new.01-08	   00:01:52:06	   00:02:10:20	   00:00:18:14	Unmuted
1       	2       	Happy Pizz 03_WW_Howe.wav.new.01-05	   00:02:30:00	   00:02:32:10	   00:00:02:10	Unmuted
1       	3       	Happy Pizz 00_MIX_Howe.wav.new.02-15	   00:02:40:23	   00:02:44:15	   00:00:03:17	Unmuted
1       	4       	Orchestral Winners and Losers 05_PERCUSSION_Howe.wav.new.01-08	   00:03:06:01	   00:03:17:24	   00:00:11:23	Unmuted
1       	5       	ring-the-bell-04.L            	   00:04:25:13	   00:05:00:18	   00:00:35:05	Unmuted
1       	6       	GBBO_Pear Shaped_v1.04_Celeste_TH.wav.new.01-05	   00:13:20:14	   00:13:26:15	   00:00:06:00	Unmuted
1       	7       	GBBO14_Baked Mushroom Starter v1.03_TIDEWAY_String Short.wav.new.01-08	   00:13:54:04	   00:13:57:09	   00:00:03:04	Unmuted
1       	8       	GBBO Flurry Bake EXTENDED v4.05_Lo Strings Pizz_TH.wav.new.01-07	   00:15:46:01	   00:15:50:11	   00:00:04:09	Unmuted
1       	9       	Countryside Air 02_LOW_STRINGS_Howe.wav.new.01-09	   00:23:18:04	   00:23:19:12	   00:00:01:08	Unmuted
1       	10      	GBBO_Lightly Does It v1.01_Hi Strings Pizz_TH.wav.new.01-04	   00:24:50:04	   00:24:59:21	   00:00:09:17	Unmuted
1       	11      	GBBO14_Baked Mushroom Starter v1.03_TIDEWAY_Perc High.wav.new.01-05	   00:25:53:15	   00:26:03:09	   00:00:09:19	Unmuted
1       	12      	GBBO Gentle Tension_Long Winds_Howe.wav.new.01-08	   00:26:26:11	   00:26:33:19	   00:00:07:07	Unmuted
1       	13      	GBBO 11_Stiff Peaks v1.11_PercTimpani_TH.wav.new.01-06	   00:26:49:19	   00:26:59:02	   00:00:09:08	Unmuted
1       	14      	GBBO Rhythmic Tension_Bells_Howe.wav.new.01-16	   00:28:32:00	   00:28:41:06	   00:00:09:06	Unmuted
1       	15      	GBBO 11_Melting Meringues v1.02_Mallets_TH.wav.new.01-08	   00:29:29:01	   00:30:16:04	   00:00:47:03	Unmuted
1       	16      	GBBO Rhythmic Tension_Perc Lo_Howe.wav.new.02-02	   00:36:34:16	   00:36:46:00	   00:00:11:09	Unmuted
1       	17      	Emotive Bake 04_STRINGS_Howe.wav.new.01-10	   00:36:50:09	   00:36:54:10	   00:00:04:01	Unmuted
1       	18      	Emotive Bake 04_STRINGS_Howe.wav.new.02-05	   00:37:08:18	   00:37:13:09	   00:00:04:15	Unmuted
1       	19      	GBBO 12_Petit Fours v1.05 TIDEWAY_2mx.wav.new.02-34	   00:50:04:12	   00:50:07:10	   00:00:02:22	Unmuted
1       	20      	GBBO 12_Petit Fours v1.05 TIDEWAY_2mx.wav.new.02-33	   00:50:08:00	   00:50:09:14	   00:00:01:14	Unmuted
1       	21      	GABO_TENSE_MIXER_011v2_AA_01 FULL.wav.new.01-09	   00:59:19:00	   00:59:42:17	   00:00:23:17	Unmuted
1       	22      	Light Whisk_07_Short WW's_Howe.wav.new.02-04	   01:01:34:09	   01:01:41:15	   00:00:07:06	Unmuted


2       	1       	GBBO Flurry Bake EXTENDED v4.05_Hi WW_TH.wav.new.01-10	   00:01:52:06	   00:02:10:20	   00:00:18:14	Unmuted
2       	2       	Happy Pizz 03_WW_Howe.wav.new.01-04	   00:02:30:00	   00:02:32:10	   00:00:02:10	Unmuted
2       	3       	Happy Pizz 00_MIX_Howe.wav.new.02-16	   00:02:40:23	   00:02:44:15	   00:00:03:17	Unmuted
2       	4       	Orchestral Winners and Losers 05_PERCUSSION_Howe.wav.new.01-10	   00:03:06:01	   00:03:17:24	   00:00:11:23	Unmuted
2       	5       	ring-the-bell-04.R            	   00:04:25:13	   00:05:00:18	   00:00:35:05	Unmuted
2       	6       	GBBO_Pear Shaped_v1.04_Celeste_TH.wav.new.01-04	   00:13:20:14	   00:13:26:15	   00:00:06:00	Unmuted
2       	7       	GBBO14_Baked Mushroom Starter v1.03_TIDEWAY_String Short.wav.new.01-10	   00:13:54:04	   00:13:57:09	   00:00:03:04	Unmuted
2       	8       	GBBO Flurry Bake EXTENDED v4.05_Lo Strings Pizz_TH.wav.new.01-06	   00:15:46:01	   00:15:50:11	   00:00:04:09	Unmuted
2       	9       	Countryside Air 02_LOW_STRINGS_Howe.wav.new.01-11	   00:23:18:04	   00:23:19:12	   00:00:01:08	Unmuted
2       	10      	GBBO_Lightly Does It v1.01_Hi Strings Pizz_TH.wav.new.01-05	   00:24:50:04	   00:24:59:21	   00:00:09:17	Unmuted
2       	11      	GBBO14_Baked Mushroom Starter v1.03_TIDEWAY_Perc High.wav.new.01-04	   00:25:53:15	   00:26:03:09	   00:00:09:19	Unmuted
2       	12      	GBBO Gentle Tension_Long Winds_Howe.wav.new.01-10	   00:26:26:11	   00:26:33:19	   00:00:07:07	Unmuted
2       	13      	GBBO 11_Stiff Peaks v1.11_PercTimpani_TH.wav.new.01-08	   00:26:49:19	   00:26:59:02	   00:00:09:08	Unmuted
2       	14      	GBBO Rhythmic Tension_Bells_Howe.wav.new.01-12	   00:28:32:00	   00:28:41:06	   00:00:09:06	Unmuted
2       	15      	GBBO 11_Melting Meringues v1.02_Mallets_TH.wav.new.01-10	   00:29:29:01	   00:30:16:04	   00:00:47:03	Unmuted
2       	16      	GBBO Rhythmic Tension_Strings Long_Howe.wav.new.02-02	   00:36:34:16	   00:36:46:00	   00:00:11:09	Unmuted
2       	17      	Emotive Bake 04_STRINGS_Howe.wav.new.01-09	   00:36:50:09	   00:36:54:10	   00:00:04:01	Unmuted
2       	18      	Emotive Bake 04_STRINGS_Howe.wav.new.02-04	   00:37:08:18	   00:37:13:09	   00:00:04:15	Unmuted
2       	19      	GBBO 12_Petit Fours v1.05 TIDEWAY_2mx.wav.new.02-39	   00:50:04:12	   00:50:07:10	   00:00:02:22	Unmuted
2       	20      	GBBO 12_Petit Fours v1.05 TIDEWAY_2mx.wav.new.02-40	   00:50:08:00	   00:50:09:14	   00:00:01:14	Unmuted
2       	21      	GABO_TENSE_MIXER_011v2_AA_01 FULL.wav.new.01-10	   00:59:19:00	   00:59:42:17	   00:00:23:17	Unmuted
2       	22      	Light Whisk_07_Short WW's_Howe.wav.new.02-05	   01:01:34:09	   01:01:41:15	   00:00:07:06	Unmuted


TRACK NAME:	MX a5 (Stereo)
COMMENTS:	
USER DELAY:	0 Samples
STATE: 
CHANNEL 	EVENT   	CLIP NAME                     	START TIME    	END TIME      	DURATION      	STATE
1       	1       	GBBO Flurry Bake EXTENDED v4.05_Cymbals_TH.wav.new.01-04	   00:01:52:06	   00:02:10:20	   00:00:18:14	Unmuted
1       	2       	Orchestral Winners and Losers 04_GTRS_Howe.wav.new.01-04	   00:03:09:23	   00:03:17:24	   00:00:08:01	Unmuted
1       	3       	ring-the-bell-pianoanddrones-02.L	   00:04:58:22	   00:05:00:21	   00:00:01:24	Unmuted
1       	4       	GBBO14_Baked Mushroom Starter v1.03_TIDEWAY_String Pizz Low.wav.new.01-11	   00:13:54:04	   00:13:57:21	   00:00:03:16	Unmuted
1       	5       	Countryside Air 03_WW_Howe.wav.new.01-14	   00:23:18:09	   00:23:20:24	   00:00:02:14	Unmuted
1       	6       	GBBO14_Baked Mushroom Starter v1.03_TIDEWAY_String Pizz High 2.wav.new.01-16	   00:25:53:13	   00:26:08:08	   00:00:14:19	Unmuted
1       	7       	GBBO 11_Melting Meringues v1.02_WWShort_TH.wav.new.01-09	   00:26:37:08	   00:26:50:14	   00:00:13:06	Unmuted
1       	8       	GBBO 11_Stiff Peaks v1.11_PercHigh_TH.wav.new.01-05	   00:26:57:05	   00:27:03:23	   00:00:06:18	Unmuted
1       	9       	GBBO Rhythmic Tension_Perc Lo_Howe.wav.new.01-17	   00:28:31:24	   00:28:36:08	   00:00:04:09	Unmuted
1       	10      	GBBO Rhythmic Tension_Perc Lo_Howe.wav.new.01-14	   00:28:37:02	   00:28:41:04	   00:00:04:01	Unmuted
1       	11      	GBBO 11_Melting Meringues v1.02_PercMidLow_TH.wav.new.01-13	   00:29:24:22	   00:29:31:04	   00:00:06:07	Unmuted
1       	12      	GBBO 11_Melting Meringues v1.02_PercMidLow_TH.wav.new.01-16	   00:29:40:02	   00:29:54:19	   00:00:14:16	Unmuted
1       	13      	GBBO Rhythmic Tension_Strings Long_Howe.wav.new.01-04	   00:36:32:04	   00:36:38:16	   00:00:06:12	Unmuted
1       	14      	GBBO 12_Petit Fours v1.05 TIDEWAY_2mx.wav.new.02-36	   00:50:04:06	   00:50:09:03	   00:00:04:22	Unmuted
1       	15      	GABO_TENSE_MIXER_011v2_AA_07 ATMOSDRMFX.wav.new.01-04	   00:59:41:04	   00:59:46:17	   00:00:05:12	Unmuted


2       	1       	GBBO Flurry Bake EXTENDED v4.05_Cymbals_TH.wav.new.01-05	   00:01:52:06	   00:02:10:20	   00:00:18:14	Unmuted
2       	2       	Orchestral Winners and Losers 04_GTRS_Howe.wav.new.01-05	   00:03:09:23	   00:03:17:24	   00:00:08:01	Unmuted
2       	3       	ring-the-bell-pianoanddrones-02.R	   00:04:58:22	   00:05:00:21	   00:00:01:24	Unmuted
2       	4       	GBBO14_Baked Mushroom Starter v1.03_TIDEWAY_String Pizz Low.wav.new.01-08	   00:13:54:04	   00:13:57:21	   00:00:03:16	Unmuted
2       	5       	Countryside Air 03_WW_Howe.wav.new.01-18	   00:23:18:09	   00:23:20:24	   00:00:02:14	Unmuted
2       	6       	GBBO14_Baked Mushroom Starter v1.03_TIDEWAY_String Pizz High 2.wav.new.01-14	   00:25:53:13	   00:26:08:08	   00:00:14:19	Unmuted
2       	7       	GBBO 11_Melting Meringues v1.02_WWShort_TH.wav.new.01-10	   00:26:37:08	   00:26:50:14	   00:00:13:06	Unmuted
2       	8       	GBBO 11_Stiff Peaks v1.11_PercHigh_TH.wav.new.01-04	   00:26:57:05	   00:27:03:23	   00:00:06:18	Unmuted
2       	9       	GBBO Rhythmic Tension_Perc Lo_Howe.wav.new.01-12	   00:28:31:24	   00:28:36:08	   00:00:04:09	Unmuted
2       	10      	GBBO Rhythmic Tension_Perc Lo_Howe.wav.new.01-13	   00:28:37:02	   00:28:41:04	   00:00:04:01	Unmuted
2       	11      	GBBO 11_Melting Meringues v1.02_PercMidLow_TH.wav.new.01-14	   00:29:24:22	   00:29:31:04	   00:00:06:07	Unmuted
2       	12      	GBBO 11_Melting Meringues v1.02_PercMidLow_TH.wav.new.01-15	   00:29:40:02	   00:29:54:19	   00:00:14:16	Unmuted
2       	13      	GBBO Rhythmic Tension_Strings Long_Howe.wav.new.01-05	   00:36:32:04	   00:36:38:16	   00:00:06:12	Unmuted
2       	14      	GBBO 12_Petit Fours v1.05 TIDEWAY_2mx.wav.new.02-35	   00:50:04:06	   00:50:09:03	   00:00:04:22	Unmuted
2       	15      	GABO_TENSE_MIXER_011v2_AA_07 ATMOSDRMFX.wav.new.01-05	   00:59:41:04	   00:59:46:17	   00:00:05:12	Unmuted


TRACK NAME:	MX a6 (Stereo)
COMMENTS:	
USER DELAY:	0 Samples
STATE: 
CHANNEL 	EVENT   	CLIP NAME                     	START TIME    	END TIME      	DURATION      	STATE
1       	1       	GBBO Flurry Bake EXTENDED v4.05_Harpsichord_TH.wav.new.01-08	   00:01:52:06	   00:02:10:20	   00:00:18:14	Unmuted
1       	2       	Orchestral Winners and Losers 02_BRASS_Howe.wav.new.01-08	   00:03:01:24	   00:03:17:24	   00:00:16:00	Unmuted
1       	3       	GBBO14_Baked Mushroom Starter v1.03_TIDEWAY_String Pizz High 2.wav.new.01-17	   00:13:54:04	   00:13:57:21	   00:00:03:16	Unmuted
1       	4       	GBBO 11_Melting Meringues v1.02_PercAux_TH.wav.new.01-05	   00:26:37:08	   00:26:49:04	   00:00:11:21	Unmuted
1       	5       	GBBO 11_Melting Meringues v1.02_PercAux_TH.wav.new.02-10	   00:29:25:15	   00:29:48:18	   00:00:23:03	Unmuted


2       	1       	GBBO Flurry Bake EXTENDED v4.05_Harpsichord_TH.wav.new.01-10	   00:01:52:06	   00:02:10:20	   00:00:18:14	Unmuted
2       	2       	Orchestral Winners and Losers 02_BRASS_Howe.wav.new.01-10	   00:03:01:24	   00:03:17:24	   00:00:16:00	Unmuted
2       	3       	GBBO14_Baked Mushroom Starter v1.03_TIDEWAY_String Pizz High 2.wav.new.01-15	   00:13:54:04	   00:13:57:21	   00:00:03:16	Unmuted
2       	4       	GBBO 11_Melting Meringues v1.02_PercAux_TH.wav.new.01-04	   00:26:37:08	   00:26:49:04	   00:00:11:21	Unmuted
2       	5       	GBBO 11_Melting Meringues v1.02_PercAux_TH.wav.new.02-08	   00:29:25:15	   00:29:48:18	   00:00:23:03	Unmuted


TRACK NAME:	MX a7 (Stereo)
COMMENTS:	
USER DELAY:	0 Samples
STATE: 
CHANNEL 	EVENT   	CLIP NAME                     	START TIME    	END TIME      	DURATION      	STATE
1       	1       	GBBO Flurry Bake EXTENDED v4.05_Lo WW_TH.wav.new.01-08	   00:01:52:06	   00:02:10:20	   00:00:18:14	Unmuted
1       	2       	Orchestral Winners and Losers 01_STRINGS_Howe.wav.new.01-04	   00:03:09:23	   00:03:17:24	   00:00:08:01	Unmuted
1       	3       	GBBO 11_Melting Meringues v1.02_Cymbals_TH.wav.new.01-04	   00:26:39:22	   00:26:47:18	   00:00:07:21	Unmuted


2       	1       	GBBO Flurry Bake EXTENDED v4.05_Lo WW_TH.wav.new.01-10	   00:01:52:06	   00:02:10:20	   00:00:18:14	Unmuted
2       	2       	Orchestral Winners and Losers 01_STRINGS_Howe.wav.new.01-05	   00:03:09:23	   00:03:17:24	   00:00:08:01	Unmuted
2       	3       	GBBO 11_Melting Meringues v1.02_Cymbals_TH.wav.new.01-05	   00:26:39:22	   00:26:47:18	   00:00:07:21	Unmuted


TRACK NAME:	MX a8 (Stereo)
COMMENTS:	
USER DELAY:	0 Samples
STATE: 
CHANNEL 	EVENT   	CLIP NAME                     	START TIME    	END TIME      	DURATION      	STATE
1       	1       	GBBO Flurry Bake EXTENDED v4.05_Hi Perc Pulse_TH.wav.new.01-05	   00:01:52:06	   00:01:56:21	   00:00:04:15	Unmuted
1       	2       	GBBO Flurry Bake EXTENDED v4.05_Timpanis_TH.wav.new.02-05	   00:02:06:07	   00:02:10:20	   00:00:04:13	Unmuted


2       	1       	GBBO Flurry Bake EXTENDED v4.05_Hi Perc Pulse_TH.wav.new.01-04	   00:01:52:06	   00:01:56:21	   00:00:04:15	Unmuted
2       	2       	GBBO Flurry Bake EXTENDED v4.05_Timpanis_TH.wav.new.02-04	   00:02:06:07	   00:02:10:20	   00:00:04:13	Unmuted


TRACK NAME:	MX FX b1 (Stereo)
COMMENTS:	
USER DELAY:	0 Samples
STATE: 
CHANNEL 	EVENT   	CLIP NAME                     	START TIME    	END TIME      	DURATION      	STATE
1       	1       	Rising Tension Bake 01_Cymbals_Howe.wav.new.01-08	   00:01:41:07	   00:01:48:04	   00:00:06:22	Unmuted
1       	2       	Rising Tension Bake 01_Cymbals_Howe.wav.new.01-09	   00:01:51:03	   00:01:58:11	   00:00:07:08	Unmuted
1       	3       	GBBO Light Busy Tension_Hi Perc & Cymbals_Howe.wav.new.01-04	   00:02:15:24	   00:02:19:05	   00:00:03:06	Unmuted
1       	4       	GBBO Light Busy Tension_Hi Perc & Cymbals_Howe.wav.new.01-06	   00:06:11:18	   00:06:18:04	   00:00:06:10	Unmuted
1       	5       	GBBO Light Busy Tension_Hi Perc & Cymbals_Howe.wav.new.01-12	   00:19:12:10	   00:19:18:22	   00:00:06:11	Unmuted
1       	6       	GBBO Light Busy Tension_Hi Perc & Cymbals_Howe.wav.new.01-14	   00:20:51:14	   00:20:57:10	   00:00:05:20	Unmuted
1       	7       	GBBO Light Busy Tension_Hi Perc & Cymbals_Howe.wav.new.01-06	   00:21:46:13	   00:21:52:24	   00:00:06:10	Unmuted
1       	8       	Elefat107_Trk8_Cymbal_H_Sam_Music-08.L	   00:23:30:18	   00:23:42:18	   00:00:12:00	Unmuted
1       	9       	GBBO Light Busy Tension_Hi Perc & Cymbals_Howe.wav.new.01-09	   00:25:11:02	   00:25:17:13	   00:00:06:10	Unmuted
1       	10      	22 Thunder Roll (Timpani)-01.L	   00:27:17:01	   00:27:19:07	   00:00:02:05	Unmuted
1       	11      	Elefat107_Trk8_Cymbal_H_Sam_Music-01.L	   00:30:30:09	   00:30:42:09	   00:00:12:00	Unmuted
1       	12      	Elefat107_Trk8_Cymbal_H_Sam_Music-01.L	   00:30:45:17	   00:30:57:17	   00:00:12:00	Unmuted
1       	13      	Elefat107_Trk8_Cymbal_H_Sam_Music-01.L	   00:31:05:09	   00:31:17:09	   00:00:12:00	Unmuted
1       	14      	Elefat107_Trk8_Cymbal_H_Sam_Music-01.L	   00:31:32:10	   00:31:44:10	   00:00:12:00	Unmuted
1       	15      	Elefat107_Trk8_Cymbal_H_Sam_Music-01.L	   00:31:59:18	   00:32:11:18	   00:00:12:00	Unmuted
1       	16      	Elefat107_Trk8_Cymbal_H_Sam_Music-01.L	   00:32:18:22	   00:32:30:22	   00:00:12:00	Unmuted
1       	17      	Elefat107_Trk8_Cymbal_H_Sam_Music-02.L	   00:32:56:02	   00:33:08:02	   00:00:12:00	Unmuted
1       	18      	Elefat107_Trk8_Cymbal_H_Sam_Music-02.L	   00:37:09:23	   00:37:21:23	   00:00:12:00	Unmuted
1       	19      	Elefat107_Trk8_Cymbal_H_Sam_Music-03.L	   00:37:22:18	   00:37:34:18	   00:00:12:00	Unmuted
1       	20      	Elefat107_Trk8_Cymbal_H_Sam_Music-03.L	   00:37:37:21	   00:37:49:21	   00:00:12:00	Unmuted
1       	21      	Elefat107_Trk8_Cymbal_H_Sam_Music-04.L	   00:38:08:18	   00:38:20:18	   00:00:12:00	Unmuted
1       	22      	Elefat107_Trk8_Cymbal_H_Sam_Music-05.L	   00:41:30:00	   00:41:42:00	   00:00:12:00	Unmuted
1       	23      	Elefat107_Trk8_Cymbal_H_Sam_Music-05.L	   00:42:35:11	   00:42:47:11	   00:00:12:00	Unmuted
1       	24      	GBBO Light Busy Tension_Hi Perc & Cymbals_Howe.wav.new.01-09	   00:46:50:21	   00:46:57:07	   00:00:06:10	Unmuted
1       	25      	Elefat107_Trk8_Cymbal_H_Sam_Music-05.L	   00:51:18:21	   00:51:30:21	   00:00:12:00	Unmuted
1       	26      	GBBO Light Busy Tension_Hi Perc & Cymbals_Howe.wav.new.01-10	   00:55:17:03	   00:55:23:14	   00:00:06:10	Unmuted
1       	27      	Elefat107_Trk8_Cymbal_H_Sam_Music-05.L	   00:56:08:24	   00:56:20:24	   00:00:12:00	Unmuted
1       	28      	Elefat107_Trk8_Cymbal_H_Sam_Music-05.L	   00:57:57:09	   00:58:09:09	   00:00:12:00	Unmuted


2       	1       	Rising Tension Bake 01_Cymbals_Howe.wav.new.01-11	   00:01:41:07	   00:01:48:04	   00:00:06:22	Unmuted
2       	2       	Rising Tension Bake 01_Cymbals_Howe.wav.new.01-10	   00:01:51:03	   00:01:58:11	   00:00:07:08	Unmuted
2       	3       	GBBO Light Busy Tension_Hi Perc & Cymbals_Howe.wav.new.01-05	   00:02:15:24	   00:02:19:05	   00:00:03:06	Unmuted
2       	4       	GBBO Light Busy Tension_Hi Perc & Cymbals_Howe.wav.new.01-07	   00:06:11:18	   00:06:18:04	   00:00:06:10	Unmuted
2       	5       	GBBO Light Busy Tension_Hi Perc & Cymbals_Howe.wav.new.01-13	   00:19:12:10	   00:19:18:22	   00:00:06:11	Unmuted
2       	6       	GBBO Light Busy Tension_Hi Perc & Cymbals_Howe.wav.new.01-15	   00:20:51:14	   00:20:57:10	   00:00:05:20	Unmuted
2       	7       	GBBO Light Busy Tension_Hi Perc & Cymbals_Howe.wav.new.01-07	   00:21:46:13	   00:21:52:24	   00:00:06:10	Unmuted
2       	8       	Elefat107_Trk8_Cymbal_H_Sam_Music-08.R	   00:23:30:18	   00:23:42:18	   00:00:12:00	Unmuted
2       	9       	GBBO Light Busy Tension_Hi Perc & Cymbals_Howe.wav.new.01-08	   00:25:11:02	   00:25:17:13	   00:00:06:10	Unmuted
2       	10      	22 Thunder Roll (Timpani)-01.R	   00:27:17:01	   00:27:19:07	   00:00:02:05	Unmuted
2       	11      	Elefat107_Trk8_Cymbal_H_Sam_Music-01.R	   00:30:30:09	   00:30:42:09	   00:00:12:00	Unmuted
2       	12      	Elefat107_Trk8_Cymbal_H_Sam_Music-01.R	   00:30:45:17	   00:30:57:17	   00:00:12:00	Unmuted
2       	13      	Elefat107_Trk8_Cymbal_H_Sam_Music-01.R	   00:31:05:09	   00:31:17:09	   00:00:12:00	Unmuted
2       	14      	Elefat107_Trk8_Cymbal_H_Sam_Music-01.R	   00:31:32:10	   00:31:44:10	   00:00:12:00	Unmuted
2       	15      	Elefat107_Trk8_Cymbal_H_Sam_Music-01.R	   00:31:59:18	   00:32:11:18	   00:00:12:00	Unmuted
2       	16      	Elefat107_Trk8_Cymbal_H_Sam_Music-01.R	   00:32:18:22	   00:32:30:22	   00:00:12:00	Unmuted
2       	17      	Elefat107_Trk8_Cymbal_H_Sam_Music-02.R	   00:32:56:02	   00:33:08:02	   00:00:12:00	Unmuted
2       	18      	Elefat107_Trk8_Cymbal_H_Sam_Music-02.R	   00:37:09:23	   00:37:21:23	   00:00:12:00	Unmuted
2       	19      	Elefat107_Trk8_Cymbal_H_Sam_Music-03.R	   00:37:22:18	   00:37:34:18	   00:00:12:00	Unmuted
2       	20      	Elefat107_Trk8_Cymbal_H_Sam_Music-03.R	   00:37:37:21	   00:37:49:21	   00:00:12:00	Unmuted
2       	21      	Elefat107_Trk8_Cymbal_H_Sam_Music-04.R	   00:38:08:18	   00:38:20:18	   00:00:12:00	Unmuted
2       	22      	Elefat107_Trk8_Cymbal_H_Sam_Music-05.R	   00:41:30:00	   00:41:42:00	   00:00:12:00	Unmuted
2       	23      	Elefat107_Trk8_Cymbal_H_Sam_Music-05.R	   00:42:35:11	   00:42:47:11	   00:00:12:00	Unmuted
2       	24      	GBBO Light Busy Tension_Hi Perc & Cymbals_Howe.wav.new.01-08	   00:46:50:21	   00:46:57:07	   00:00:06:10	Unmuted
2       	25      	Elefat107_Trk8_Cymbal_H_Sam_Music-05.R	   00:51:18:21	   00:51:30:21	   00:00:12:00	Unmuted
2       	26      	GBBO Light Busy Tension_Hi Perc & Cymbals_Howe.wav.new.01-11	   00:55:17:03	   00:55:23:14	   00:00:06:10	Unmuted
2       	27      	Elefat107_Trk8_Cymbal_H_Sam_Music-05.R	   00:56:08:24	   00:56:20:24	   00:00:12:00	Unmuted
2       	28      	Elefat107_Trk8_Cymbal_H_Sam_Music-05.R	   00:57:57:09	   00:58:09:09	   00:00:12:00	Unmuted


TRACK NAME:	MX FX b2 (Stereo)
COMMENTS:	
USER DELAY:	0 Samples
STATE: 
CHANNEL 	EVENT   	CLIP NAME                     	START TIME    	END TIME      	DURATION      	STATE
1       	1       	GBBO Flurry Bake EXTENDED v4.05_Timpanis_TH.wav.new.01-12	   00:01:50:07	   00:01:56:15	   00:00:06:08	Unmuted
1       	2       	Rising Tension Bake Xmas_CYMBALS_Howe.wav.new.02-05	   00:02:15:21	   00:02:21:03	   00:00:05:07	Unmuted
1       	3       	Elefat107_Trk8_Cymbal_H_Sam_Music-09.L	   00:04:57:02	   00:05:09:02	   00:00:12:00	Unmuted
1       	4       	Rising Tension Bake Xmas_CYMBALS_Howe.wav.new.02-07	   00:06:11:03	   00:06:16:22	   00:00:05:19	Unmuted
1       	5       	Elefat107_Trk8_Cymbal_H_Sam_Music-07.L	   00:18:55:12	   00:19:07:12	   00:00:12:00	Unmuted
1       	6       	Rising Tension Bake Xmas_CYMBALS_Howe.wav.new.02-20	   00:21:52:15	   00:21:58:18	   00:00:06:03	Unmuted
1       	7       	Rising Tension Bake Xmas_CYMBALS_Howe.wav.new.02-12	   00:25:10:12	   00:25:16:06	   00:00:05:18	Unmuted
1       	8       	Rising Tension Bake Xmas_CYMBALS_Howe.wav.new.02-12	   00:46:50:07	   00:46:56:00	   00:00:05:18	Unmuted
1       	9       	Rising Tension Bake Xmas_CYMBALS_Howe.wav.new.02-16	   00:55:16:13	   00:55:22:07	   00:00:05:18	Unmuted


2       	1       	GBBO Flurry Bake EXTENDED v4.05_Timpanis_TH.wav.new.01-13	   00:01:50:07	   00:01:56:15	   00:00:06:08	Unmuted
2       	2       	Rising Tension Bake Xmas_CYMBALS_Howe.wav.new.02-04	   00:02:15:21	   00:02:21:03	   00:00:05:07	Unmuted
