SESSION NAME:	MS0811 GABO S9E01 Music Cue Sheet Domestic
SAMPLE RATE:	48000.000000
BIT DEPTH:	24-bit
SESSION START TIMECODE:	00:00:00:00
TIMECODE FORMAT:	25 Frame
# OF AUDIO TRACKS:	446
# OF AUDIO CLIPS:	34922
# OF AUDIO FILES:	7165


T R A C K  L I S T I N G
TRACK NAME:	MX a1 (Stereo)
COMMENTS:	
USER DELAY:	0 Samples
STATE: 
CHANNEL 	EVENT   	CLIP NAME                     	START TIME    	END TIME      	DURATION      	STATE
2       	85      	Win Some Lose Some 00_MIX_Howe.wav.new.02-17	   01:04:22:03	   01:05:25:11	   00:01:03:08	Unmuted


TRACK NAME:	MX a2 (Stereo)
COMMENTS:	
USER DELAY:	0 Samples
STATE: 
CHANNEL 	EVENT   	CLIP NAME                     	START TIME    	END TIME      	DURATION      	STATE
1       	1       	PRI_POSITIVE TASKING_Whisk Away_Melany Thompson (APRA)_NoShaker.wav.new.02-18	   00:00:14:05	   00:00:18:05	   00:00:03:24	Unmuted
1       	2       	FTX-heart-of-the-fight-full.new.02-28	   00:00:50:10	   00:01:11:16	   00:00:21:06	Unmuted
1       	3       	FTX-heart-of-the-fight-full.new.03-15	   00:01:22:08	   00:01:36:17	   00:00:14:08	Unmuted
1       	4       	Rising Tension Bake 04_Mallets_Howe.wav.new.02-11	   00:01:42:15	   00:01:54:16	   00:00:12:01	Unmuted
1       	5       	GABO_START_MAGIC_942_DH_FULL.wav.new.01-16	   00:02:10:21	   00:02:32:19	   00:00:21:22	Unmuted
1       	6       	GBBO 12_Sticky Parchment Paper v1.03 TIDEWAY_2mx.wav.new.05-16	   00:02:52:06	   00:02:59:10	   00:00:07:03	Unmuted
1       	7       	Orchestral Winners and Losers 06_PIANO & SYNTH_Howe.wav.new.01-11	   00:03:01:24	   00:03:17:24	   00:00:16:00	Unmuted
1       	8       	GABO4_QUIRKY_M&M's_602_CT_noPNO.wav.new.01-05	   00:08:07:03	   00:08:13:06	   00:00:06:03	Unmuted
1       	9       	GBBO 12_Tutti Fruitti v1.02 TIDEWAY_2mx.wav.new.01-11	   00:08:19:09	   00:08:36:02	   00:00:16:18	Unmuted
1       	10      	GBBO_Cinnamon Twist v1.02_2mx_TH.wav.new.01-12	   00:08:54:21	   00:09:07:09	   00:00:12:13	Unmuted
1       	11      	GBBO_Pear Shaped_v1.04_Lo Orch Perc_TH.wav.new.01-11	   00:13:17:20	   00:13:27:11	   00:00:09:15	Unmuted
1       	12      	GBBO14_Baked Mushroom Starter v1.03_TIDEWAY_String Pizz Low.wav.new.01-10	   00:13:47:02	   00:13:54:07	   00:00:07:05	Unmuted
1       	13      	GBBO14_Baked Mushroom Starter v1.03_TIDEWAY_Ww Long.wav.new.01-05	   00:13:58:13	   00:14:05:05	   00:00:06:17	Unmuted
1       	14      	PRI_TASKING POSITIVE_Splendid Sorbet_Nick Brown_(APRA)_Full.wav.new.02-05	   00:15:17:01	   00:15:19:23	   00:00:02:22	Unmuted
1       	15      	GBBO Flurry Bake EXTENDED v4.05_Mallets_TH.wav.new.01-06	   00:15:46:17	   00:15:49:13	   00:00:02:21	Unmuted
1       	16      	Wonder 04_STRINGS_Howe.wav.new.01-12	   00:17:07:03	   00:17:10:17	   00:00:03:14	Unmuted
1       	17      	Something Pizz 01_HIGH_STRINGS_Howe.wav.new.01-07	   00:18:20:11	   00:18:33:07	   00:00:12:21	Unmuted
1       	18      	GABO4_QUIRKY_RUSH HOUR_603_CT_FULL.wav.new.01-14	   00:19:48:08	   00:20:00:05	   00:00:11:22	Unmuted
1       	19      	GABO4_QUIRKY_RUSH HOUR_603_CT_FULL.wav.new.02-12	   00:20:06:02	   00:20:18:05	   00:00:12:02	Unmuted
1       	20      	Piano Sparkle 05_PERC_Howe.wav.new.01-05	   00:21:09:24	   00:21:12:00	   00:00:02:01	Unmuted
1       	21      	Piano Sparkle 01_PIANO_Howe.wav.new.01-15	   00:21:21:12	   00:21:34:13	   00:00:13:00	Unmuted
1       	22      	Light Touch 06_Howe_Perc.wav.new.01-06	   00:21:47:00	   00:21:54:20	   00:00:07:20	Unmuted
1       	23      	Countryside Air 01_HIGH_STRINGS_Howe.wav.new.01-19	   00:23:05:15	   00:23:19:15	   00:00:14:00	Unmuted
1       	24      	GABO_PPM_HAPPY_Happy Halloumi_Jacquie Joy (APRA)_Full Mix.wav.new.02-11	   00:23:21:09	   00:23:32:21	   00:00:11:12	Unmuted
1       	25      	GBBO_Caramelised Pizz v1.03 ALT_Hi Strings.wav.new.02-05	   00:23:54:00	   00:23:56:15	   00:00:02:15	Unmuted
1       	26      	GBBO_Lightly Does It v1.01_Lo Strings Pizz_TH.wav.new.01-05	   00:24:49:10	   00:24:59:21	   00:00:10:11	Unmuted
1       	27      	Light Whisk_03_Harp_Howe.wav.new.01-05	   00:25:11:07	   00:25:15:20	   00:00:04:13	Unmuted
1       	28      	Light Whisk_07_Short WW's_Howe.wav.new.01-05	   00:25:18:01	   00:25:28:19	   00:00:10:17	Unmuted
1       	29      	Light Whisk_05_Strings_Howe.wav.new.02-09	   00:25:29:21	   00:25:33:10	   00:00:03:14	Unmuted
1       	30      	GBBO Gentle Tension_Long Winds_Howe.wav.new.01-11	   00:26:24:04	   00:26:35:15	   00:00:11:11	Unmuted
1       	31      	GBBO 11_Stiff Peaks v1.11_Harpsichord_TH.wav.new.01-05	   00:27:00:14	   00:27:11:20	   00:00:11:05	Unmuted
1       	32      	Sugar Jam 04_Howe_Marimba.wav.new.01-05	   00:27:17:16	   00:27:21:12	   00:00:03:21	Unmuted
1       	33      	GBBO 12_Icing Madness v1.01 TIDEWAY_Winds Perc Hi.wav.new.01-04	   00:27:43:10	   00:27:51:04	   00:00:07:19	Unmuted
1       	34      	GBBO Rhythmic Tension_Harp_Howe.wav.new.01-05	   00:28:37:22	   00:28:39:12	   00:00:01:14	Unmuted
1       	35      	GBBO Icing Tension_Short Strings_Howe.wav.new.01-04	   00:28:56:00	   00:29:25:04	   00:00:29:04	Unmuted
1       	36      	GBBO14_The Dough Is Rising v1.05_TIDEWAY_STRINGS LONG 1.wav.new.01-08	   00:30:20:08	   00:30:31:00	   00:00:10:16	Unmuted
1       	37      	GABO4_START_SPRING_601_CT_noSTGS.wav.new.01-14	   00:31:12:21	   00:31:43:24	   00:00:31:03	Unmuted
1       	38      	GBBO_Caramelised Pizz v1.01_Orch Perc_TH.wav.new.01-04	   00:32:01:16	   00:32:06:10	   00:00:04:19	Unmuted
1       	39      	GABO_QUIRKY_STICKYBEAKS_604_CT_08 noPNOnSTG.wav.new.01-09	   00:32:28:02	   00:32:36:12	   00:00:08:09	Unmuted
1       	40      	Neutral Bed 00_MIX_Howe.wav.new.01-04	   00:33:28:08	   00:34:12:05	   00:00:43:21	Unmuted
1       	41      	Lemon Curd_01_Mallets_Howe.wav.new.01-04	   00:35:30:07	   00:35:56:07	   00:00:26:00	Unmuted
1       	42      	GBBO 12_Petit Fours v1.05 TIDEWAY_2mx.wav.new.02-37	   00:36:28:00	   00:36:33:02	   00:00:05:02	Unmuted
1       	43      	Emotive Bake 00_MIX_Howe.wav.new.01-11	   00:36:53:06	   00:37:10:11	   00:00:17:05	Unmuted
1       	44      	Organic Orchestral 05_PIANO_Howe.wav.new.01-05	   00:37:39:10	   00:37:50:11	   00:00:11:01	Unmuted
1       	45      	GBBO_Pepper Pizz v1.02_2mx_TH.wav.new.01-06	   00:39:46:24	   00:40:04:23	   00:00:17:24	Unmuted
1       	46      	GBBO 11_Bun In The Oven v1.03_Mallets_TH.wav.new.01-05	   00:41:26:13	   00:41:33:17	   00:00:07:04	Unmuted
1       	47      	Dragon Strings 03_MALLETS_Howe.wav.new.01-06	   00:46:51:18	   00:46:58:24	   00:00:07:05	Unmuted
1       	48      	GBBO 12_Petit Fours v1.05 TIDEWAY_2mx.wav.new.01-19	   00:49:01:07	   00:50:01:15	   00:01:00:08	Unmuted
1       	49      	Emotive Bake 00_MIX_Howe.wav.new.01-10	   00:51:08:04	   00:51:25:13	   00:00:17:09	Unmuted
1       	50      	GBBO 12_Sticky Parchment Paper v1.03 TIDEWAY_2mx.wav.new.02-16	   00:53:34:16	   00:53:48:09	   00:00:13:18	Unmuted
1       	51      	GABO_ACTION_CHEFS_604_V2_CT_03 noDRMnBASS.wav.new.01-10	   00:54:24:23	   00:54:39:07	   00:00:14:08	Unmuted
1       	52      	GABO_ACTION_CHEFS_604_V2_CT_03 noDRMnBASS.wav.new.01-13	   00:55:04:11	   00:55:33:06	   00:00:28:19	Unmuted
1       	53      	GBBO Icing Tension_2mx_Howe.wav.new.01-05	   00:55:45:01	   00:56:13:18	   00:00:28:17	Unmuted
1       	54      	GABO_TENSION_Bake the Tension_107_DH_03 noSTRnoLEAD.wav.new.01-05	   00:57:59:00	   00:58:03:21	   00:00:04:21	Unmuted
1       	55      	Bakewell Counting 03_VIBRAPHONE_Howe.wav.new.02-05	   00:58:11:23	   00:58:17:12	   00:00:05:14	Unmuted
1       	56      	GABO_TENSE_KITCHEN_DRAMA_308_DR_11 noSTRNGS.wav.new.01-21	   00:58:17:17	   00:59:14:21	   00:00:57:04	Unmuted
1       	57      	Ticking Cells v2 02_Mallets_Howe.wav.new.01-09	   00:59:50:16	   00:59:52:23	   00:00:02:07	Unmuted
1       	58      	Ticking Cells v2 02_Mallets_Howe.wav.new.01-10	   00:59:55:20	   00:59:58:02	   00:00:02:07	Unmuted
1       	59      	Ticking Cells v2 02_Mallets_Howe.wav.new.02-04	   01:00:00:21	   01:00:09:18	   00:00:08:22	Unmuted
1       	60      	Win Some Lose Some 03_STRINGS_Howe.wav.new.01-05	   01:04:00:10	   01:04:09:01	   00:00:08:15	Unmuted


2       	1       	PRI_POSITIVE TASKING_Whisk Away_Melany Thompson (APRA)_NoShaker.wav.new.02-19	   00:00:14:05	   00:00:18:05	   00:00:03:24	Unmuted
2       	2       	FTX-heart-of-the-fight-full.new.02-29	   00:00:50:10	   00:01:11:16	   00:00:21:06	Unmuted
2       	3       	FTX-heart-of-the-fight-full.new.03-16	   00:01:22:08	   00:01:36:17	   00:00:14:08	Unmuted
2       	4       	Rising Tension Bake 04_Mallets_Howe.wav.new.02-08	   00:01:42:15	   00:01:54:16	   00:00:12:01	Unmuted
2       	5       	GABO_START_MAGIC_942_DH_FULL.wav.new.01-17	   00:02:10:21	   00:02:32:19	   00:00:21:22	Unmuted
2       	6       	GBBO 12_Sticky Parchment Paper v1.03 TIDEWAY_2mx.wav.new.05-14	   00:02:52:06	   00:02:59:10	   00:00:07:03	Unmuted
2       	7       	Orchestral Winners and Losers 06_PIANO & SYNTH_Howe.wav.new.01-09	   00:03:01:24	   00:03:17:24	   00:00:16:00	Unmuted
2       	8       	GABO4_QUIRKY_M&M's_602_CT_noPNO.wav.new.01-04	   00:08:07:03	   00:08:13:06	   00:00:06:03	Unmuted
2       	9       	GBBO 12_Tutti Fruitti v1.02 TIDEWAY_2mx.wav.new.01-09	   00:08:19:09	   00:08:36:02	   00:00:16:18	Unmuted
2       	10      	GBBO_Cinnamon Twist v1.02_2mx_TH.wav.new.01-15	   00:08:54:21	   00:09:07:09	   00:00:12:13	Unmuted
2       	11      	GBBO_Pear Shaped_v1.04_Lo Orch Perc_TH.wav.new.01-10	   00:13:17:20	   00:13:27:11	   00:00:09:15	Unmuted
2       	12      	GBBO14_Baked Mushroom Starter v1.03_TIDEWAY_String Pizz Low.wav.new.01-09	   00:13:47:02	   00:13:54:07	   00:00:07:05	Unmuted
2       	13      	GBBO14_Baked Mushroom Starter v1.03_TIDEWAY_Ww Long.wav.new.01-04	   00:13:58:13	   00:14:05:05	   00:00:06:17	Unmuted
2       	14      	PRI_TASKING POSITIVE_Splendid Sorbet_Nick Brown_(APRA)_Full.wav.new.02-04	   00:15:17:01	   00:15:19:23	   00:00:02:22	Unmuted
2       	15      	GBBO Flurry Bake EXTENDED v4.05_Mallets_TH.wav.new.01-07	   00:15:46:17	   00:15:49:13	   00:00:02:21	Unmuted
2       	16      	Wonder 04_STRINGS_Howe.wav.new.01-13	   00:17:07:03	   00:17:10:17	   00:00:03:14	Unmuted
2       	17      	Something Pizz 01_HIGH_STRINGS_Howe.wav.new.01-06	   00:18:20:11	   00:18:33:07	   00:00:12:21	Unmuted
2       	18      	GABO4_QUIRKY_RUSH HOUR_603_CT_FULL.wav.new.01-12	   00:19:48:08	   00:20:00:05	   00:00:11:22	Unmuted
2       	19      	GABO4_QUIRKY_RUSH HOUR_603_CT_FULL.wav.new.02-13	   00:20:06:02	   00:20:18:05	   00:00:12:02	Unmuted
2       	20      	Piano Sparkle 05_PERC_Howe.wav.new.01-04	   00:21:09:24	   00:21:12:00	   00:00:02:01	Unmuted
2       	21      	Piano Sparkle 01_PIANO_Howe.wav.new.01-14	   00:21:21:12	   00:21:34:13	   00:00:13:00	Unmuted
2       	22      	Light Touch 06_Howe_Perc.wav.new.01-08	   00:21:47:00	   00:21:54:20	   00:00:07:20	Unmuted
2       	23      	Countryside Air 01_HIGH_STRINGS_Howe.wav.new.01-21	   00:23:05:15	   00:23:19:15	   00:00:14:00	Unmuted
2       	24      	GABO_PPM_HAPPY_Happy Halloumi_Jacquie Joy (APRA)_Full Mix.wav.new.02-08	   00:23:21:09	   00:23:32:21	   00:00:11:12	Unmuted
2       	25      	GBBO_Caramelised Pizz v1.03 ALT_Hi Strings.wav.new.02-04	   00:23:54:00	   00:23:56:15	   00:00:02:15	Unmuted
2       	26      	GBBO_Lightly Does It v1.01_Lo Strings Pizz_TH.wav.new.01-04	   00:24:49:10	   00:24:59:21	   00:00:10:11	Unmuted
2       	27      	Light Whisk_03_Harp_Howe.wav.new.01-04	   00:25:11:07	   00:25:15:20	   00:00:04:13	Unmuted
2       	28      	Light Whisk_07_Short WW's_Howe.wav.new.01-04	   00:25:18:01	   00:25:28:19	   00:00:10:17	Unmuted
2       	29      	Light Whisk_05_Strings_Howe.wav.new.02-11	   00:25:29:21	   00:25:33:10	   00:00:03:14	Unmuted
2       	30      	GBBO Gentle Tension_Long Winds_Howe.wav.new.01-09	   00:26:24:04	   00:26:35:15	   00:00:11:11	Unmuted
2       	31      	GBBO 11_Stiff Peaks v1.11_Harpsichord_TH.wav.new.01-04	   00:27:00:14	   00:27:11:20	   00:00:11:05	Unmuted
2       	32      	Sugar Jam 04_Howe_Marimba.wav.new.01-04	   00:27:17:16	   00:27:21:12	   00:00:03:21	Unmuted
2       	33      	GBBO 12_Icing Madness v1.01 TIDEWAY_Winds Perc Hi.wav.new.01-05	   00:27:43:10	   00:27:51:04	   00:00:07:19	Unmuted
2       	34      	GBBO Rhythmic Tension_Harp_Howe.wav.new.01-04	   00:28:37:22	   00:28:39:12	   00:00:01:14	Unmuted
2       	35      	GBBO Icing Tension_Short Strings_Howe.wav.new.01-05	   00:28:56:00	   00:29:25:04	   00:00:29:04	Unmuted
2       	36      	GBBO14_The Dough Is Rising v1.05_TIDEWAY_STRINGS LONG 1.wav.new.01-10	   00:30:20:08	   00:30:31:00	   00:00:10:16	Unmuted
2       	37      	GABO4_START_SPRING_601_CT_noSTGS.wav.new.01-15	   00:31:12:21	   00:31:43:24	   00:00:31:03	Unmuted
2       	38      	GBBO_Caramelised Pizz v1.01_Orch Perc_TH.wav.new.01-05	   00:32:01:16	   00:32:06:10	   00:00:04:19	Unmuted
2       	39      	GABO_QUIRKY_STICKYBEAKS_604_CT_08 noPNOnSTG.wav.new.01-10	   00:32:28:02	   00:32:36:12	   00:00:08:09	Unmuted
2       	40      	Neutral Bed 00_MIX_Howe.wav.new.01-05	   00:33:28:08	   00:34:12:05	   00:00:43:21	Unmuted
2       	41      	Lemon Curd_01_Mallets_Howe.wav.new.01-05	   00:35:30:07	   00:35:56:07	   00:00:26:00	Unmuted
2       	42      	GBBO 12_Petit Fours v1.05 TIDEWAY_2mx.wav.new.02-38	   00:36:28:00	   00:36:33:02	   00:00:05:02	Unmuted
2       	43      	Emotive Bake 00_MIX_Howe.wav.new.01-09	   00:36:53:06	   00:37:10:11	   00:00:17:05	Unmuted
2       	44      	Organic Orchestral 05_PIANO_Howe.wav.new.01-04	   00:37:39:10	   00:37:50:11	   00:00:11:01	Unmuted
2       	45      	GBBO_Pepper Pizz v1.02_2mx_TH.wav.new.01-07	   00:39:46:24	   00:40:04:23	   00:00:17:24	Unmuted
2       	46      	GBBO 11_Bun In The Oven v1.03_Mallets_TH.wav.new.01-04	   00:41:26:13	   00:41:33:17	   00:00:07:04	Unmuted
2       	47      	Dragon Strings 03_MALLETS_Howe.wav.new.01-08	   00:46:51:18	   00:46:58:24	   00:00:07:05	Unmuted
2       	48      	GBBO 12_Petit Fours v1.05 TIDEWAY_2mx.wav.new.01-17	   00:49:01:07	   00:50:01:15	   00:01:00:08	Unmuted
2       	49      	Emotive Bake 00_MIX_Howe.wav.new.01-08	   00:51:08:04	   00:51:25:13	   00:00:17:09	Unmuted
2       	50      	GBBO 12_Sticky Parchment Paper v1.03 TIDEWAY_2mx.wav.new.02-15	   00:53:34:16	   00:53:48:09	   00:00:13:18	Unmuted
2       	51      	GABO_ACTION_CHEFS_604_V2_CT_03 noDRMnBASS.wav.new.01-09	   00:54:24:23	   00:54:39:07	   00:00:14:08	Unmuted
2       	52      	GABO_ACTION_CHEFS_604_V2_CT_03 noDRMnBASS.wav.new.01-15	   00:55:04:11	   00:55:33:06	   00:00:28:19	Unmuted
2       	53      	GBBO Icing Tension_2mx_Howe.wav.new.01-04	   00:55:45:01	   00:56:13:18	   00:00:28:17	Unmuted
2       	54      	GABO_TENSION_Bake the Tension_107_DH_03 noSTRnoLEAD.wav.new.01-04	   00:57:59:00	   00:58:03:21	   00:00:04:21	Unmuted
2       	55      	Bakewell Counting 03_VIBRAPHONE_Howe.wav.new.02-04	   00:58:11:23	   00:58:17:12	   00:00:05:14	Unmuted
2       	56      	GABO_TENSE_KITCHEN_DRAMA_308_DR_11 noSTRNGS.wav.new.01-19	   00:58:17:17	   00:59:14:21	   00:00:57:04	Unmuted
2       	57      	Ticking Cells v2 02_Mallets_Howe.wav.new.01-11	   00:59:50:16	   00:59:52:23	   00:00:02:07	Unmuted
2       	58      	Ticking Cells v2 02_Mallets_Howe.wav.new.01-08	   00:59:55:20	   00:59:58:02	   00:00:02:07	Unmuted
2       	59      	Ticking Cells v2 02_Mallets_Howe.wav.new.02-05	   01:00:00:21	   01:00:09:18	   00:00:08:22	Unmuted
2       	60      	Win Some Lose Some 03_STRINGS_Howe.wav.new.01-04	   01:04:00:10	   01:04:09:01	   00:00:08:15	Unmuted


TRACK NAME:	MX a3 (Stereo)
COMMENTS:	
USER DELAY:	0 Samples
STATE: 
CHANNEL 	EVENT   	CLIP NAME                     	START TIME    	END TIME      	DURATION      	STATE
1       	1       	Rising Tension Bake 04_Mallets_Howe.wav.new.01-10	   00:01:33:12	   00:01:42:06	   00:00:08:19	Unmuted
1       	2       	GBBO Flurry Bake EXTENDED v4.05_Celesta_TH.wav.new.01-08	   00:01:52:06	   00:02:10:09	   00:00:18:03	Unmuted
1       	3       	Happy Pizz 00_MIX_Howe.wav.new.01-18	   00:02:30:15	   00:02:40:24	   00:00:10:09	Unmuted
1       	4       	GBBO 12_Sticky Parchment Paper v1.03 TIDEWAY_Perc Lo.wav.new.01-04	   00:02:57:17	   00:03:01:06	   00:00:03:13	Unmuted
1       	5       	Orchestral Winners and Losers 00_MIX_Howe.wav.new.01-10	   00:03:17:13	   00:03:43:08	   00:00:25:19	Unmuted
1       	6       	GBBO_Pear Shaped v1.04_2mx_TH.wav.new.02-11	   00:13:16:00	   00:13:21:07	   00:00:05:06	Unmuted
1       	7       	GBBO14_Baked Mushroom Starter v1.03_TIDEWAY_String Pizz High 2.wav.new.01-12	   00:13:49:15	   00:13:54:07	   00:00:04:17	Unmuted
1       	8       	GBBO14_Baked Mushroom Starter v1.03_TIDEWAY 2mx_NO WOODWIND MIX.wav.new.01-05	   00:14:03:17	   00:14:16:08	   00:00:12:15	Unmuted
1       	9       	GBBO Flurry Bake EXTENDED v4.05_2mx_TH.wav.new.02-07	   00:15:50:03	   00:16:21:09	   00:00:31:06	Unmuted
1       	10      	Something Pizz 03_MALLETS_Howe.wav.new.01-12	   00:18:31:01	   00:18:38:21	   00:00:07:19	Unmuted
1       	11      	GABO4_QUIRKY_RUSH HOUR_603_CT_noSTGnPNonMARIMBA.wav.new.01-05	   00:19:59:00	   00:20:06:18	   00:00:07:18	Unmuted
1       	12      	Countryside Air 03_WW_Howe.wav.new.01-11	   00:23:12:01	   00:23:18:17	   00:00:06:16	Unmuted
1       	13      	GABO_PPM_HAPPY_Happy Halloumi_Jacquie Joy (APRA)_Sting1.wav.new.02-07	   00:23:32:19	   00:23:35:09	   00:00:02:14	Unmuted
1       	14      	GBBO_Lightly Does It v1.01_Hi Strings Long_TH.wav.new.01-04	   00:24:48:21	   00:24:59:21	   00:00:11:00	Unmuted
1       	15      	Light Whisk_02_Percussion_Howe.wav.new.01-05	   00:25:12:04	   00:25:20:24	   00:00:08:20	Unmuted
1       	16      	GBBO14_Baked Mushroom Starter v1.03_TIDEWAY 2mx_FULL MIX.wav.new.01-04	   00:25:35:14	   00:25:53:24	   00:00:18:10	Unmuted
1       	17      	GBBO Gentle Tension_Lo Perc_Howe.wav.new.01-04	   00:26:27:24	   00:26:36:16	   00:00:08:17	Unmuted
1       	18      	GBBO 11_Stiff Peaks v1.11_PercCymbals_TH.wav.new.01-04	   00:26:49:14	   00:26:59:06	   00:00:09:17	Unmuted
1       	19      	GBBO 11_Stiff Peaks v1.11_PercTimpani_TH.wav.new.02-05	   00:27:04:04	   00:27:11:16	   00:00:07:12	Unmuted
1       	20      	Sugar Jam 00_Howe_2mx.wav.new.02-10	   00:27:20:21	   00:27:33:05	   00:00:12:09	Unmuted
1       	21      	GBBO 12_Icing Madness v1.01 TIDEWAY_Strings Short.wav.new.01-05	   00:27:49:03	   00:27:51:04	   00:00:02:01	Unmuted
1       	22      	GBBO Rhythmic Tension_2mx_Howe.wav.new.01-04	   00:28:11:21	   00:28:38:00	   00:00:26:04	Unmuted
1       	23      	GBBO Icing Tension_Cymbals_Howe.wav.new.01-05	   00:29:22:14	   00:29:28:09	   00:00:05:20	Unmuted
1       	24      	GBBO_Cream Tension v1.03_2mx_TH.wav.new.01-10	   00:30:32:00	   00:30:49:17	   00:00:17:17	Unmuted
1       	25      	GBBO_Caramelised Pizz v1.01_Lo Strings_TH.wav.new.02-08	   00:32:01:16	   00:32:09:15	   00:00:07:23	Unmuted
1       	26      	Ticking Tarts 00_MIX_Howe.wav.new.03-11	   00:35:21:04	   00:35:30:10	   00:00:09:06	Unmuted
1       	27      	GBBO Rhythmic Tension_Perc Hi 1_Howe.wav.new.01-05	   00:36:35:02	   00:36:46:01	   00:00:10:24	Unmuted
1       	28      	Emotive Bake 03_CYMBALS_Howe.wav.new.02-04	   00:36:49:06	   00:36:57:17	   00:00:08:11	Unmuted
1       	29      	Emotive Bake 00_MIX_Howe.wav.new.03-15	   00:37:12:00	   00:37:28:22	   00:00:16:22	Unmuted
1       	30      	GBBO 12_Petit Fours v1.05 TIDEWAY_Strings Short.wav.new.01-05	   00:50:00:03	   00:50:04:07	   00:00:04:04	Unmuted
1       	31      	GABO_TENSE_No time to Bake_DH_02 noDRM.wav.new.01-05	   00:52:07:06	   00:52:28:17	   00:00:21:11	Unmuted
1       	32      	Bakewell Counting 03_VIBRAPHONE_Howe.wav.new.01-05	   00:58:11:12	   00:58:20:00	   00:00:08:13	Unmuted
1       	33      	GABO_TENSE_KITCHEN_DRAMA_308_DR_11 noSTRNGS.wav.new.01-17	   00:59:14:18	   00:59:21:11	   00:00:06:18	Unmuted
1       	34      	Sugar Jam 00_Howe_2mx.wav.new.01-11	   01:00:08:23	   01:00:50:02	   00:00:41:04	Unmuted
1       	35      	Light Whisk 00_MIX_Howe.wav.new.01-08	   01:01:25:12	   01:01:38:09	   00:00:12:22	Unmuted
1       	36      	Tense Mallet Cake 00_MIX_Howe.wav.new.01-04	   01:03:21:18	   01:03:54:04	   00:00:32:11	Unmuted
1       	37      	GABO_TENSE_DREDGE_016_AA_STR.wav.new.01-04	   01:04:07:02	   01:04:23:02	   00:00:16:00	Unmuted
1       	38      	3s_FOXTEL_new.new.02-08       	   01:05:23:21	   01:05:26:21	   00:00:03:00	Unmuted


2       	1       	Rising Tension Bake 04_Mallets_Howe.wav.new.01-09	   00:01:33:12	   00:01:42:06	   00:00:08:19	Unmuted
2       	2       	GBBO Flurry Bake EXTENDED v4.05_Celesta_TH.wav.new.01-10	   00:01:52:06	   00:02:10:09	   00:00:18:03	Unmuted
2       	3       	Happy Pizz 00_MIX_Howe.wav.new.01-19	   00:02:30:15	   00:02:40:24	   00:00:10:09	Unmuted
2       	4       	GBBO 12_Sticky Parchment Paper v1.03 TIDEWAY_Perc Lo.wav.new.01-05	   00:02:57:17	   00:03:01:06	   00:00:03:13	Unmuted
2       	5       	Orchestral Winners and Losers 00_MIX_Howe.wav.new.01-11	   00:03:17:13	   00:03:43:08	   00:00:25:19	Unmuted
2       	6       	GBBO_Pear Shaped v1.04_2mx_TH.wav.new.02-08	   00:13:16:00	   00:13:21:07	   00:00:05:06	Unmuted
2       	7       	GBBO14_Baked Mushroom Starter v1.03_TIDEWAY_String Pizz High 2.wav.new.01-13	   00:13:49:15	   00:13:54:07	   00:00:04:17	Unmuted
2       	8       	GBBO14_Baked Mushroom Starter v1.03_TIDEWAY 2mx_NO WOODWIND MIX.wav.new.01-04	   00:14:03:17	   00:14:16:08	   00:00:12:15	Unmuted
2       	9       	GBBO Flurry Bake EXTENDED v4.05_2mx_TH.wav.new.02-06	   00:15:50:03	   00:16:21:09	   00:00:31:06	Unmuted
2       	10      	Something Pizz 03_MALLETS_Howe.wav.new.01-11	   00:18:31:01	   00:18:38:21	   00:00:07:19	Unmuted
2       	11      	GABO4_QUIRKY_RUSH HOUR_603_CT_noSTGnPNonMARIMBA.wav.new.01-04	   00:19:59:00	   00:20:06:18	   00:00:07:18	Unmuted
2       	12      	Countryside Air 03_WW_Howe.wav.new.01-12	   00:23:12:01	   00:23:18:17	   00:00:06:16	Unmuted
2       	13      	GABO_PPM_HAPPY_Happy Halloumi_Jacquie Joy (APRA)_Sting1.wav.new.02-09	   00:23:32:19	   00:23:35:09	   00:00:02:14	Unmuted
2       	14      	GBBO_Lightly Does It v1.01_Hi Strings Long_TH.wav.new.01-05	   00:24:48:21	   00:24:59:21	   00:00:11:00	Unmuted
2       	15      	Light Whisk_02_Percussion_Howe.wav.new.01-04	   00:25:12:04	   00:25:20:24	   00:00:08:20	Unmuted
2       	16      	GBBO14_Baked Mushroom Starter v1.03_TIDEWAY 2mx_FULL MIX.wav.new.02-02	   00:25:35:14	   00:25:53:24	   00:00:18:10	Unmuted
2       	17      	GBBO Gentle Tension_Lo Perc_Howe.wav.new.01-05	   00:26:27:24	   00:26:36:16	   00:00:08:17	Unmuted
2       	18      	GBBO 11_Stiff Peaks v1.11_PercCymbals_TH.wav.new.01-05	   00:26:49:14	   00:26:59:06	   00:00:09:17	Unmuted
2       	19      	GBBO 11_Stiff Peaks v1.11_PercTimpani_TH.wav.new.02-04	   00:27:04:04	   00:27:11:16	   00:00:07:12	Unmuted
2       	20      	Sugar Jam 00_Howe_2mx.wav.new.02-08	   00:27:20:21	   00:27:33:05	   00:00:12:09	Unmuted
2       	21      	GBBO 12_Icing Madness v1.01 TIDEWAY_Strings Short.wav.new.01-04	   00:27:49:03	   00:27:51:04	   00:00:02:01	Unmuted
2       	22      	GBBO Rhythmic Tension_2mx_Howe.wav.new.01-05	   00:28:11:21	   00:28:38:00	   00:00:26:04	Unmuted
